PacketID,SensorGenTime_ms,ProcessingTime_ms,TransmissionTime_ms
987,0.004,0.006,0.282
988,0.005,0.008,0.331
989,0.006,0.008,0.246
990,0.004,0.006,0.203
991,0.004,0.007,0.212
992,0.003,0.006,0.231
993,0.005,0.007,0.320
994,0.006,0.009,0.319
995,0.005,0.008,0.328
996,0.007,0.006,0.331
997,0.003,0.005,0.159
998,0.007,0.005,0.492
999,0.006,0.010,0.514
1000,0.005,0.008,0.302
1001,0.006,0.010,0.383
1002,0.006,0.009,0.324
1003,0.116,0.009,0.282
1004,0.008,0.010,0.344
1005,0.007,0.011,0.574
1006,0.029,0.010,0.893
1007,0.004,0.006,0.200
1008,0.005,0.009,0.565
1009,0.003,0.009,0.170
1010,0.002,0.003,0.134
1011,0.005,0.006,0.186
1012,0.003,0.005,0.166
1013,0.064,0.004,0.180
1014,0.004,0.007,0.318
1015,0.005,0.009,8.159
1016,0.001,0.002,9.240
1017,0.001,0.001,0.393
1018,0.004,0.003,0.109
1019,0.001,0.003,0.136
1020,0.004,0.005,0.191
1021,0.003,0.002,0.082
1022,0.003,0.005,1.108
1023,0.001,0.001,0.101
1024,0.004,0.004,0.133
1025,0.003,0.003,0.099
1026,0.002,0.002,0.100
1027,0.001,0.002,0.080
1028,0.002,0.002,0.172
1029,0.001,0.002,0.149
1030,0.033,0.002,0.093
1031,0.001,0.002,0.092
1032,0.002,0.003,0.124
1033,0.033,0.002,0.086
1034,0.004,0.006,0.178
1035,0.005,0.004,0.157
1036,0.003,0.005,0.174
1037,0.003,0.005,0.162
1038,0.005,0.005,0.206
1039,0.003,0.005,0.184
1040,0.003,0.004,0.149
1041,0.003,0.005,0.222
1042,0.006,0.007,0.243
1043,0.005,0.009,0.321
1044,0.006,0.009,0.322
1045,0.011,0.009,0.400
1046,0.006,0.009,0.306
1047,0.006,0.009,0.321
1048,0.008,0.009,0.538
1049,0.004,0.008,0.462
1050,0.005,0.007,0.267
1051,0.004,0.007,0.201
1052,0.005,0.006,0.231
1053,0.004,0.007,0.215
1054,0.005,0.005,0.175
1055,0.003,0.005,0.193
1056,0.004,0.005,0.273
1057,0.005,0.008,0.294
1058,0.005,0.008,0.289
1059,0.005,0.009,0.326
1060,0.118,0.008,0.383
1061,0.117,0.009,0.329
1062,0.006,0.016,0.350
1063,0.004,0.006,0.205
1064,0.004,0.006,0.235
1065,0.007,0.011,0.362
1066,0.005,0.008,0.600
1067,0.006,0.008,0.312
1068,0.005,0.005,0.161
1069,0.007,0.011,0.591
1070,0.005,0.009,1.314
1071,0.005,0.009,0.262
1072,0.005,0.007,0.217
1073,0.005,0.003,0.208
1074,0.003,0.005,0.147
1075,0.006,0.067,0.423
1076,0.005,0.009,0.244
1077,0.004,0.013,0.210
1078,0.007,0.008,0.446
1079,0.005,0.009,0.936
1080,0.005,0.006,0.196
1081,0.004,0.008,0.201
1082,0.005,0.009,0.363
1083,0.005,0.008,0.211
1084,0.004,0.007,0.977
1085,0.011,0.008,0.242
1086,0.004,0.007,0.217
1087,0.005,0.008,0.266
1088,0.005,0.008,0.279
1089,0.054,0.005,0.169
1090,0.006,0.009,0.528
1091,0.070,0.010,1.097
1092,0.006,0.007,0.219
1093,0.004,0.006,0.201
1094,0.003,0.006,0.190
1095,0.003,0.004,0.136
1096,0.003,0.005,0.188
1097,0.004,0.006,0.220
1098,0.005,0.008,0.303
1099,0.005,0.009,0.307
1100,0.006,0.009,0.316
1101,0.007,0.009,0.216
1102,0.008,0.005,0.333
1103,0.005,0.008,0.356
1104,0.005,0.007,0.294
1105,0.005,0.008,0.312
1106,0.005,0.009,0.316
1107,0.006,0.005,0.260
1108,0.005,0.008,0.239
1109,0.004,0.005,0.330
1110,0.005,0.007,0.423
1111,0.005,0.008,0.569
1112,0.006,0.004,0.211
1113,0.006,0.004,0.242
1114,0.006,0.010,0.288
1115,0.004,0.006,0.199
1116,0.068,0.008,0.233
1117,0.005,0.005,0.175
1118,0.004,0.006,0.233
1119,0.006,0.009,0.325
1120,0.006,0.010,0.374
1121,0.113,0.008,0.326
1122,0.006,0.005,0.170
1123,0.006,0.010,0.532
1124,0.005,0.008,0.306
1125,0.005,0.008,0.317
1126,0.005,0.008,0.264
1127,0.006,0.009,0.342
1128,0.004,0.006,0.177
1129,0.006,0.009,0.312
1130,0.008,0.009,0.311
1131,0.005,0.008,1.683
1132,0.007,0.005,1.290
1133,0.005,0.007,0.208
1134,0.004,0.006,0.285
1135,0.004,0.006,0.190
1136,0.004,0.007,0.211
1137,0.004,0.006,0.197
1138,0.004,0.007,0.279
1139,0.005,0.010,2.087
1140,0.007,0.005,0.182
1141,0.006,0.005,0.237
1142,0.004,0.006,0.217
1143,0.004,0.006,0.195
1144,0.004,0.007,0.243
1145,0.090,0.007,0.324
1146,0.004,0.005,0.190
1147,0.003,0.005,0.153
1148,0.006,0.009,0.319
1149,0.005,0.008,0.247
1150,0.006,0.008,0.309
1151,0.005,0.009,0.315
1152,0.042,0.009,1.277
1153,0.069,0.008,0.317
1154,0.005,0.007,0.209
1155,0.005,0.006,0.180
1156,0.004,0.006,0.247
1157,0.005,0.007,0.220
1158,0.006,0.008,0.231
1159,0.006,0.010,0.650
1160,0.006,0.008,0.260
1161,0.006,0.007,0.215
1162,0.005,0.007,0.200
1163,0.003,0.005,0.163
1164,0.003,0.005,0.253
1165,0.006,0.009,0.337
1166,0.005,0.009,0.322
1167,0.006,0.011,0.333
1168,0.004,0.006,0.267
1169,0.006,0.010,0.314
1170,0.004,0.005,0.184
1171,0.005,0.010,0.266
1172,0.007,0.011,0.987
1173,0.006,0.005,0.429
1174,0.005,0.009,0.254
1175,0.004,0.008,0.206
1176,0.006,0.011,0.253
1177,0.005,0.008,0.269
1178,0.068,0.009,0.272
1179,0.063,0.007,0.234
1180,0.004,0.006,0.204
1181,0.006,0.007,0.311
1182,0.007,0.011,0.545
1183,0.007,0.009,0.328
1184,0.007,0.010,0.430
1185,0.007,0.008,0.297
1186,0.005,0.008,0.298
1187,0.006,0.010,0.327
1188,0.006,0.009,0.334
1189,0.009,0.011,0.350
1190,0.007,0.010,0.341
1191,0.006,0.044,0.377
1192,0.007,0.033,0.314
1193,0.005,0.008,0.844
1194,0.005,0.009,0.417
1195,0.005,0.009,0.324
1196,0.006,0.005,0.176
1197,0.003,0.004,0.171
1198,0.004,0.006,0.197
1199,0.004,0.006,0.461
1200,0.005,0.009,0.250
1201,0.005,0.008,0.227
1202,0.005,0.007,0.250
1203,0.004,0.007,0.212
1204,0.005,0.005,0.198
1205,0.855,0.005,1.205
1206,0.004,0.005,0.196
1207,0.006,0.004,0.238
1208,0.004,0.007,0.193
1209,0.004,0.007,0.519
1210,0.008,0.009,0.332
1211,0.005,0.009,0.295
1212,0.008,0.006,0.244
1213,0.006,0.008,0.309
1214,0.005,0.009,0.848
1215,0.005,0.008,1.015
1216,0.005,0.008,0.318
1217,0.007,0.003,0.159
1218,0.004,0.005,0.180
1219,0.006,0.004,0.197
1220,0.004,0.005,0.214
1221,0.004,0.007,0.235
1222,0.005,0.006,0.213
1223,0.005,0.009,0.348
1224,0.005,0.007,0.273
1225,0.004,0.003,0.183
1226,0.006,0.008,0.302
1227,0.006,0.009,0.377
1228,0.005,0.008,0.312
1229,0.006,0.009,0.226
1230,0.006,0.010,0.282
1231,0.004,0.007,0.200
1232,0.113,0.009,0.314
1233,0.006,0.009,0.318
1234,0.003,0.005,0.237
1235,0.074,0.007,0.265
1236,0.007,0.010,0.280
1237,0.004,0.006,0.196
1238,0.005,0.005,0.176
1239,0.005,0.004,0.217
1240,0.004,0.006,0.197
1241,0.005,0.008,0.212
1242,0.004,0.006,0.214
1243,0.006,0.009,0.320
1244,0.006,0.009,0.318
1245,0.007,0.010,0.343
1246,0.005,0.008,0.265
1247,0.008,0.009,0.312
1248,0.006,0.009,0.312
1249,0.005,0.009,0.353
1250,0.004,0.007,0.268
1251,0.003,0.005,0.155
1252,0.007,0.005,0.298
1253,0.007,0.010,0.338
1254,0.005,0.009,0.311
1255,0.006,0.016,0.710
1256,0.007,0.008,0.930
1257,0.006,0.005,0.222
1258,0.005,0.005,0.180
1259,0.004,0.069,0.978
1260,0.062,0.009,0.647
1261,0.003,0.005,0.192
1262,0.004,0.006,0.185
1263,0.066,0.005,0.183
1264,0.003,0.005,0.184
1265,0.004,0.007,0.207
1266,0.007,0.009,0.374
1267,0.005,0.009,0.382
1268,0.001,0.003,0.232
1269,0.005,0.009,0.227
1270,0.005,0.011,0.317
1271,0.003,0.004,0.150
1272,0.005,0.006,0.244
1273,0.006,0.009,0.364
1274,0.005,0.008,0.308
1275,0.008,0.006,0.380
1276,0.005,0.009,0.455
1277,0.006,0.004,1.514
1278,0.005,0.016,0.237
1279,0.006,0.003,0.195
1280,0.004,0.007,0.215
1281,0.005,0.008,0.210
1282,0.006,0.004,0.193
1283,0.004,0.006,0.196
1284,0.004,0.007,0.304
1285,0.006,0.010,0.378
1286,0.009,0.011,0.371
1287,0.006,0.010,0.331
1288,0.113,0.009,0.396
1289,0.009,0.007,0.382
1290,0.006,0.009,0.321
1291,0.005,0.009,0.466
1292,0.007,0.010,0.352
1293,0.112,0.008,0.295
1294,0.006,0.009,0.315
1295,0.006,0.008,0.293
1296,0.007,0.010,0.346
1297,0.006,0.009,0.711
1298,0.005,0.008,0.599
1299,0.005,0.009,0.273
1300,0.005,0.006,0.193
1301,0.004,0.006,0.191
1302,0.005,0.004,0.167
1303,0.005,0.008,0.246
1304,0.004,0.006,0.184
1305,0.006,0.008,0.324
1306,0.005,0.008,0.302
1307,0.004,0.006,0.201
1308,0.005,0.008,0.252
1309,0.004,0.007,0.338
1310,0.004,0.005,0.184
1311,0.006,0.007,0.248
1312,0.005,0.007,0.294
1313,0.005,0.008,0.367
1314,0.005,0.007,0.286
1315,0.006,0.009,0.331
1316,0.007,0.010,0.351
1317,0.007,0.008,0.339
1318,0.006,0.007,0.500
1319,0.069,0.004,0.680
1320,0.058,0.009,0.339
1321,0.002,0.004,0.123
1322,0.004,0.005,0.164
1323,0.004,0.008,0.210
1324,0.004,0.757,0.249
1325,0.005,0.008,0.413
1326,0.006,0.007,0.215
1327,0.005,0.008,0.528
1328,0.004,0.006,0.146
1329,0.006,0.004,0.218
1330,0.004,0.006,0.200
1331,0.005,0.005,0.170
1332,0.004,0.006,0.234
1333,0.008,0.010,0.311
1334,0.005,0.008,0.428
1335,0.007,0.008,0.311
1336,0.005,0.008,0.298
1337,0.006,0.009,0.329
1338,0.005,0.009,0.291
1339,0.005,0.009,0.569
1340,0.005,0.010,0.258
1341,0.005,0.007,0.204
1342,0.003,0.005,0.169
1343,0.004,0.006,0.191
1344,0.005,0.008,0.258
1345,0.005,0.007,0.405
1346,0.117,0.009,0.377
1347,0.003,0.005,0.157
1348,0.006,0.009,0.535
1349,0.003,0.012,0.944
1350,0.007,0.005,0.245
1351,0.087,0.007,0.236
1352,0.006,0.009,0.522
1353,0.007,0.005,0.279
1354,0.006,0.009,0.313
1355,0.005,0.009,0.315
1356,0.006,0.009,0.362
1357,0.005,0.009,0.306
1358,0.006,0.009,0.329
1359,0.006,0.010,0.367
1360,0.005,0.008,0.442
1361,0.005,0.008,0.226
1362,0.003,0.005,0.164
1363,0.004,0.006,0.250
1364,0.004,0.006,0.216
1365,0.004,0.006,0.226
1366,0.005,0.008,0.242
1367,0.004,0.006,0.203
1368,0.006,0.008,0.276
1369,0.006,0.010,0.310
1370,0.005,0.008,0.682
1371,0.005,0.008,0.348
1372,0.007,0.013,0.439
1373,0.004,0.009,0.302
1374,0.006,0.008,0.283
1375,0.006,0.009,0.309
1376,0.007,0.010,0.340
1377,0.007,0.008,0.384
1378,0.158,0.012,0.370
1379,0.113,0.010,0.318
1380,0.005,0.009,0.358
1381,0.005,0.009,1.384
1382,0.005,0.010,0.286
1383,0.003,0.005,0.155
1384,0.003,0.006,0.188
1385,0.006,0.005,0.177
1386,0.005,0.003,0.183
1387,0.004,0.006,0.187
1388,0.006,0.005,0.170
1389,0.005,0.003,0.188
1390,0.004,0.006,0.215
1391,0.004,0.006,0.190
1392,0.005,0.005,0.168
1393,0.005,0.007,0.236
1394,0.006,0.009,0.317
1395,0.007,0.004,0.434
1396,0.003,0.004,0.140
1397,0.006,0.009,0.329
1398,0.006,0.008,0.310
1399,0.007,0.008,0.297
1400,0.007,0.009,0.310
1401,0.004,0.007,0.336
1402,0.005,0.004,0.717
1403,0.006,0.006,0.176
1404,0.003,0.005,0.184
1405,0.004,0.005,0.192
1406,0.075,0.005,0.166
1407,0.063,0.006,0.200
1408,0.004,0.006,0.200
1409,0.006,0.006,0.232
1410,0.005,0.006,1.037
1411,0.005,0.006,0.236
1412,0.005,0.009,0.309
1413,0.005,0.008,0.288
1414,0.005,0.008,0.298
1415,0.005,0.008,0.302
1416,0.006,0.009,0.457
1417,0.005,0.008,0.293
1418,0.005,0.008,0.293
1419,0.007,0.009,0.301
1420,0.007,0.008,0.475
1421,0.004,0.006,0.690
1422,0.005,0.017,0.801
1423,0.005,0.009,0.210
1424,0.004,0.005,0.187
1425,0.003,0.005,0.187
1426,0.004,0.007,0.186
1427,0.005,0.005,0.169
1428,0.004,0.006,0.346
1429,0.006,0.008,0.308
1430,0.006,0.008,0.318
1431,0.005,0.008,0.292
1432,0.005,0.008,0.293
1433,0.007,0.010,0.332
1434,0.005,0.008,0.347
1435,0.007,0.008,0.372
1436,0.005,0.009,0.327
1437,0.115,0.010,0.333
1438,0.108,0.008,0.293
1439,0.006,0.009,0.325
1440,0.006,0.010,0.348
1441,0.005,0.009,0.902
1442,0.006,0.008,0.513
1443,0.003,0.006,0.155
1444,0.008,0.007,0.195
1445,0.004,0.005,0.172
1446,0.003,0.005,0.173
1447,0.004,0.004,0.160
1448,0.006,0.007,1.608
1449,0.005,0.005,0.165
1450,0.005,0.005,0.172
1451,0.003,0.006,0.201
1452,0.004,0.025,0.199
1453,0.004,0.006,0.231
1454,0.004,0.006,0.242
1455,0.011,0.008,0.309
1456,0.005,0.021,0.314
1457,0.006,0.008,0.299
1458,0.008,0.006,0.335
1459,0.007,0.008,0.991
1460,0.006,0.008,0.321
1461,0.005,0.009,0.302
1462,0.006,0.010,0.484
1463,0.056,0.008,1.106
1464,0.005,0.007,0.212
1465,0.005,0.008,0.227
1466,0.005,0.010,0.258
1467,0.005,0.007,0.189
1468,0.004,0.006,0.224
1469,0.055,0.007,0.210
1470,0.205,0.800,0.237
1471,0.006,0.004,0.411
1472,0.006,0.010,0.256
1473,0.007,0.009,0.372
1474,0.006,0.009,0.322
1475,0.006,0.004,0.246
1476,0.006,0.009,0.312
1477,0.008,0.009,0.392
1478,0.007,0.009,0.317
1479,0.006,0.010,0.369
1480,0.008,0.010,0.331
1481,0.005,0.008,0.294
1482,0.007,0.010,0.371
1483,0.008,0.013,0.772
1484,0.005,0.009,0.845
1485,0.005,0.008,0.226
1486,0.005,0.006,0.206
1487,0.003,0.006,0.187
1488,0.003,0.005,0.176
1489,0.006,0.008,0.245
1490,0.007,0.005,0.319
1491,0.006,0.009,0.319
1492,0.005,0.008,0.359
1493,0.061,0.009,0.315
1494,0.062,0.009,0.312
1495,0.001,0.002,0.182
1496,0.006,0.214,0.254
1497,0.057,0.004,0.209
1498,0.006,0.010,0.338
1499,0.006,0.010,0.329
1500,0.005,0.007,0.253
1501,0.006,0.010,0.477
1502,0.005,0.009,1.039
1503,0.005,0.008,0.414
1504,0.003,0.006,0.301
1505,0.002,0.004,0.134
1506,0.008,0.007,0.196
1507,0.006,0.005,0.180
1508,0.003,0.006,0.179
1509,0.005,0.007,0.621
1510,0.006,0.005,0.187
1511,0.005,0.003,0.168
1512,0.004,0.003,0.187
1513,0.004,0.006,0.206
1514,0.005,0.004,0.159
1515,0.005,0.005,0.184
1516,0.003,0.005,0.203
1517,0.006,0.010,0.337
1518,0.005,0.008,0.316
1519,0.008,0.006,0.320
1520,0.149,0.005,0.188
1521,0.005,0.008,0.412
1522,0.006,0.008,0.319
1523,0.006,0.009,0.592
1524,0.053,0.006,0.466
1525,0.005,0.009,0.249
1526,0.005,0.008,0.222
1527,0.004,0.006,0.307
1528,0.004,0.005,0.175
1529,0.004,0.006,0.241
1530,0.008,0.005,0.320
1531,0.006,0.010,0.317
1532,0.005,0.008,0.304
1533,0.005,0.009,0.305
1534,0.006,0.017,0.319
1535,0.006,0.007,0.263
1536,0.007,0.011,0.353
1537,0.006,0.009,0.318
1538,0.007,0.008,0.280
1539,0.005,0.009,0.309
1540,0.006,0.008,0.335
1541,0.005,0.008,0.353
1542,0.005,0.009,0.322
1543,0.005,0.009,0.309
1544,0.007,0.009,0.441
1545,0.005,0.008,1.096
1546,0.005,0.007,0.222
1547,0.006,0.005,0.169
1548,0.137,0.006,0.188
1549,0.004,0.006,0.188
1550,0.010,0.004,0.161
1551,0.004,0.006,0.194
1552,0.005,0.004,0.177
1553,0.007,0.009,0.256
1554,0.005,0.008,0.309
1555,0.053,0.006,0.173
1556,0.005,0.008,0.322
1557,0.006,0.009,0.331
1558,0.006,0.009,0.367
1559,0.005,0.008,1.120
1560,0.006,0.008,0.344
1561,0.005,0.007,0.327
1562,0.012,0.012,0.566
1563,0.005,0.007,1.444
1564,0.006,0.005,0.185
1565,0.005,0.009,2.140
1566,0.005,0.008,0.333
1567,0.004,0.006,0.216
1568,0.006,0.010,0.581
1569,0.005,0.009,0.657
1570,0.007,0.004,0.320
1571,0.005,0.008,0.242
1572,0.006,0.008,0.216
1573,0.005,0.008,0.235
1574,0.004,0.007,0.301
1575,0.005,0.003,0.187
1576,0.066,0.007,0.200
1577,0.005,0.008,0.327
1578,0.008,0.005,0.327
1579,0.007,0.011,0.364
1580,0.005,0.008,0.204
1581,0.008,0.010,0.471
1582,0.005,0.008,0.296
1583,0.007,0.011,0.434
1584,0.006,0.012,0.337
1585,0.006,0.004,0.407
1586,0.056,0.009,0.232
1587,0.005,0.008,0.215
1588,0.006,0.005,0.184
1589,0.003,0.005,0.194
1590,0.005,0.006,0.198
1591,0.004,0.007,0.216
1592,0.003,0.004,0.162
1593,0.004,0.006,0.228
1594,0.005,0.008,0.303
1595,0.006,0.009,0.370
1596,0.004,0.006,0.270
1597,0.007,0.010,0.334
1598,0.008,0.010,0.251
1599,0.005,0.009,0.310
1600,0.005,0.009,0.318
1601,0.005,0.009,0.305
1602,0.005,0.009,0.531
1603,0.006,0.009,0.311
1604,0.006,0.008,0.310
1605,0.006,0.009,0.773
1606,0.005,0.007,0.355
1607,0.007,0.005,0.441
1608,0.005,0.008,0.216
1609,0.005,0.006,0.265
1610,0.068,0.005,0.189
1611,0.062,0.006,0.226
1612,0.004,0.007,0.208
1613,0.004,0.006,0.218
1614,0.007,0.008,0.311
1615,0.005,0.008,0.304
1616,0.006,0.010,0.438
1617,0.007,0.005,0.314
1618,0.006,0.008,0.295
1619,0.006,0.010,0.320
1620,0.005,0.008,0.308
1621,0.006,0.008,0.213
1622,0.007,0.011,0.739
1623,0.005,0.010,0.479
1624,0.004,0.006,0.198
1625,0.004,0.006,0.456
1626,0.005,0.008,0.722
1627,0.005,0.007,0.218
1628,0.004,0.005,0.182
1629,0.006,0.038,0.531
1630,0.005,0.005,0.176
1631,0.003,0.005,0.216
1632,0.005,0.005,0.196
1633,0.005,0.006,0.207
1634,0.004,0.005,0.218
1635,0.125,0.009,0.207
1636,0.006,0.008,0.303
1637,0.008,0.006,0.382
1638,0.005,0.009,0.334
1639,0.006,0.009,0.314
1640,0.008,0.005,0.317
1641,0.006,0.008,0.381
1642,0.114,0.010,0.341
1643,0.003,0.005,0.156
1644,0.008,0.011,0.694
1645,0.007,0.010,0.506
1646,0.004,0.006,0.516
1647,0.005,0.008,0.245
1648,0.004,0.006,0.307
1649,0.004,0.006,0.203
1650,0.004,0.005,0.194
1651,0.004,0.007,0.239
1652,0.005,0.008,0.266
1653,0.005,0.008,0.331
1654,0.006,0.020,0.344
1655,0.006,0.037,0.322
1656,0.007,0.008,0.289
1657,0.005,0.008,0.312
1658,0.005,0.008,0.306
1659,0.007,0.010,0.321
1660,0.002,0.006,0.333
1661,0.007,0.009,0.303
1662,0.007,0.010,0.341
1663,0.113,0.008,0.351
1664,0.028,0.009,0.272
1665,0.006,0.004,0.307
1666,0.006,0.009,1.537
1667,0.005,0.009,0.233
1668,0.004,0.006,0.192
1669,0.005,0.007,0.204
1670,0.006,0.005,0.171
1671,0.072,0.008,0.252
1672,0.005,0.013,0.249
1673,0.005,0.009,0.256
1674,0.004,0.007,0.236
1675,0.006,0.006,0.234
1676,0.005,0.008,0.248
1677,0.006,0.011,0.426
1678,0.005,0.008,0.292
1679,0.006,0.010,0.329
1680,0.006,0.009,0.335
1681,0.007,0.008,0.295
1682,0.007,0.005,1.573
1683,0.006,0.008,1.850
1684,0.005,0.006,0.227
1685,0.003,0.005,0.172
1686,0.005,0.008,0.395
1687,0.005,0.009,0.225
1688,0.004,0.005,0.177
1689,0.072,0.005,0.183
1690,0.006,0.009,0.227
1691,0.004,0.006,0.197
1692,0.005,0.004,0.159
1693,0.005,0.006,0.201
1694,0.003,0.006,0.199
1695,0.004,0.007,0.272
1696,0.006,0.009,0.297
1697,0.007,0.009,0.327
1698,0.006,0.008,0.310
1699,0.006,0.029,0.313
1700,0.007,0.005,0.303
1701,0.112,0.010,0.313
1702,0.005,0.008,0.373
1703,0.013,0.006,0.273
1704,0.007,0.008,0.307
1705,0.008,0.009,0.402
1706,0.004,0.008,0.963
1707,0.005,0.083,1.042
1708,0.007,0.006,0.175
1709,0.005,0.004,0.320
1710,0.006,0.005,0.188
1711,0.005,0.005,0.185
1712,0.004,0.006,0.194
1713,0.004,0.006,0.266
1714,0.004,0.007,0.205
1715,0.003,0.005,0.203
1716,0.006,0.009,0.386
1717,0.006,0.010,0.339
1718,0.116,0.008,0.305
1719,0.006,0.010,0.320
1720,0.005,0.009,0.380
1721,0.005,0.009,0.405
1722,0.006,0.009,0.313
1723,0.006,0.009,0.316
1724,0.005,0.008,0.606
1725,0.006,0.009,0.324
1726,0.006,0.009,0.319
1727,0.005,0.009,0.961
1728,0.164,0.008,1.057
1729,0.006,0.007,0.212
1730,0.004,0.006,0.201
1731,0.005,0.005,0.174
1732,0.007,0.006,0.210
1733,0.004,0.006,0.231
1734,0.006,0.009,0.625
1735,0.006,0.008,0.319
1736,0.006,0.009,0.326
1737,0.005,0.009,0.255
1738,0.007,0.011,0.463
1739,0.005,0.008,0.316
1740,0.008,0.009,0.322
1741,0.006,0.011,0.340
1742,0.006,0.009,0.322
1743,0.007,0.009,1.676
1744,0.004,0.006,0.183
1745,0.005,0.005,0.172
1746,0.005,0.008,0.237
1747,0.004,0.007,0.464
1748,0.005,0.008,0.810
1749,0.006,0.007,0.206
1750,0.005,0.008,0.232
1751,0.005,0.005,0.175
1752,0.053,0.005,0.173
1753,0.064,0.004,0.177
1754,0.003,0.005,0.175
1755,0.003,0.006,0.203
1756,0.005,0.004,0.192
1757,0.005,0.010,0.311
1758,0.006,0.004,0.320
1759,0.005,0.010,0.508
1760,0.023,0.011,0.270
1761,0.004,0.008,0.217
1762,0.005,0.008,0.246
1763,0.005,0.009,0.383
1764,0.007,0.010,0.368
1765,0.007,0.011,0.669
1766,0.006,0.010,0.398
1767,0.006,0.022,0.339
1768,0.006,0.010,0.590
1769,0.005,0.010,0.256
1770,0.006,0.008,0.254
1771,0.005,0.008,0.241
1772,0.005,0.008,0.239
1773,0.005,0.008,0.233
1774,0.006,0.007,0.238
1775,0.005,0.009,0.273
1776,0.005,0.008,0.273
1777,0.005,0.008,0.330
1778,0.004,0.007,0.187
1779,0.007,0.010,0.323
1780,0.006,0.009,0.402
1781,0.007,0.010,0.316
1782,0.116,0.009,0.316
1783,0.109,0.009,0.317
1784,0.007,0.008,0.351
1785,0.007,0.009,0.373
1786,0.007,0.010,0.316
1787,0.006,0.009,0.321
1788,0.005,0.009,0.707
1789,0.005,0.009,0.906
1790,0.005,0.006,0.193
1791,0.006,0.005,0.198
1792,0.004,0.007,0.212
1793,0.005,0.006,0.196
1794,0.003,0.005,0.193
1795,0.006,0.009,0.416
1796,0.006,0.009,0.352
1797,0.005,0.009,0.612
1798,0.005,0.007,1.712
1799,0.007,0.010,3.717
1800,0.003,0.005,0.135
1801,0.005,0.009,0.406
1802,0.001,0.002,0.107
1803,0.006,0.100,1.038
1804,0.005,0.008,2.390
1805,0.005,0.006,0.206
1806,0.006,0.005,0.190
1807,0.005,0.031,0.411
1808,0.005,0.009,0.442
1809,0.006,0.009,0.438
1810,0.034,0.005,0.166
1811,0.033,0.004,0.127
1812,0.001,0.003,0.107
1813,0.008,0.003,0.169
1814,0.007,0.003,0.192
1815,0.004,0.003,0.176
1816,0.004,0.007,0.205
1817,0.007,0.008,0.192
1818,0.004,0.005,0.184
1819,0.004,0.006,0.206
1820,0.004,0.006,0.328
1821,0.004,0.007,0.256
1822,0.005,0.008,0.345
1823,0.008,0.009,0.331
1824,0.007,0.008,0.317
1825,0.005,0.007,0.307
1826,0.006,0.011,0.341
1827,0.005,0.008,0.298
1828,0.006,0.010,0.812
1829,0.005,0.009,1.768
1830,0.004,0.006,0.192
1831,0.003,0.005,0.171
1832,0.005,0.004,0.207
1833,0.006,0.007,0.867
1834,0.003,0.005,0.223
1835,0.003,0.005,0.201
1836,0.084,0.009,0.265
1837,0.006,0.009,0.313
1838,0.003,0.004,0.362
1839,0.115,0.009,0.313
1840,0.006,0.009,0.416
1841,0.005,0.009,0.317
1842,0.005,0.009,0.431
1843,0.005,0.009,0.311
1844,0.007,0.010,0.341
1845,0.009,0.030,0.474
1846,0.007,0.010,0.403
1847,0.006,0.009,0.309
1848,0.008,0.009,0.668
1849,0.004,0.006,0.445
1850,0.005,0.008,0.217
1851,0.004,0.007,0.209
1852,0.004,0.006,0.215
1853,0.004,0.006,0.203
1854,0.004,0.006,0.231
1855,0.006,0.009,0.334
1856,0.005,0.009,0.441
1857,0.006,0.011,0.374
1858,0.005,0.009,1.718
1859,0.005,0.009,0.295
1860,0.007,0.008,0.253
1861,0.005,0.009,0.313
1862,0.007,0.010,0.237
1863,0.005,0.009,0.351
1864,0.068,0.009,1.199
1865,0.007,0.009,0.269
1866,0.005,0.007,0.259
1867,0.005,0.009,0.223
1868,0.003,0.005,0.185
1869,0.068,0.009,0.423
1870,0.005,0.009,1.413
1871,0.005,0.007,0.207
1872,0.006,0.005,0.170
1873,0.005,0.007,0.210
1874,0.004,0.006,0.185
1875,0.005,0.006,0.225
1876,0.006,0.009,0.273
1877,0.004,0.007,0.326
1878,0.005,0.008,0.299
1879,0.007,0.011,0.355
1880,0.008,0.009,0.319
1881,0.007,0.005,0.441
1882,0.005,0.008,0.292
1883,0.007,0.010,0.370
1884,0.005,0.009,0.352
1885,0.005,0.007,0.274
1886,0.006,0.010,0.338
1887,0.006,0.010,0.340
1888,0.005,0.008,0.365
1889,0.006,0.011,0.849
1890,0.005,0.008,1.801
1891,0.005,0.006,0.790
1892,0.005,0.006,0.233
1893,0.004,0.006,0.196
1894,0.004,0.008,0.229
1895,0.004,0.006,0.235
1896,0.084,0.006,0.226
1897,0.110,0.008,0.333
1898,0.008,0.005,0.320
1899,0.006,0.009,0.307
1900,0.008,0.008,0.316
1901,0.006,0.010,0.360
1902,0.005,0.009,0.609
1903,0.005,0.009,0.313
1904,0.005,0.008,0.308
1905,0.006,0.009,0.316
1906,0.005,0.009,0.298
1907,0.004,0.006,0.211
1908,0.008,0.004,0.238
1909,0.004,0.006,0.382
1910,0.005,0.009,0.541
1911,0.005,0.009,0.243
1912,0.004,0.006,0.190
1913,0.004,0.007,0.320
1914,0.013,0.008,0.222
1915,0.004,0.006,0.180
1916,0.004,0.008,0.213
1917,0.004,0.007,0.237
